name,latitude,longitude,google_id,attributes,popular_times
Casal Catòlic de Sant Andreu,41.43552700152439,2.1864399480323784,ChIJ3eOu0ti8pBIRapAouBOCXxA,"[""establishment"", ""point_of_interest""]",
CEIP Seat,41.35443340782173,2.142929012130741,ChIJu0_p9qKYpBIRi4BCLptPTFI,"[""establishment"", ""point_of_interest"", ""school""]",
Teatre Coliseum,41.38819696920227,2.166179379678894,ChIJwbS2HvOipBIRlQkWUdUErSE,"[""establishment"", ""point_of_interest""]",
Les Corts,41.38669051526725,2.131946333706955,ChIJuYoQaVyYpBIRnGvSL9_YPNU,"[""political"", ""sublocality"", ""sublocality_level_1""]",
San Sebastian Beach,41.373706513534366,2.1896792006250663,ChIJC6mQ3aijpBIRD8INAMYw_hg,"[""establishment"", ""natural_feature""]",
Nova Icaria beach,41.39076474300676,2.2028838890750646,ChIJz9cDEQ2jpBIRyPyyZbHXCkA,"[""establishment"", ""natural_feature""]",
Museu Tàpies,41.39155351265377,2.1637754588196367,ChIJ5XvzpJKipBIRrTCSZXbotTo,"[""establishment"", ""museum"", ""point_of_interest"", ""tourist_attraction""]",
Recinte Modernista de Sant Pau,41.41241647123583,2.1757600481895056,ChIJJ0AB4M-ipBIRj3HSiyLF-gE,"[""establishment"", ""point_of_interest""]",
Palau del Baró de Quadras,41.396775817125445,2.161339600186852,ChIJVSN6bpSipBIRHXvpOckk1i4,"[""establishment"", ""point_of_interest"", ""tourist_attraction""]",
"Saint Mary Queen Parish, Pedralbes",41.39269599560134,2.111486130409106,ChIJu5m6F06YpBIRpFO7yK3Z-wA,"[""church"", ""establishment"", ""place_of_worship"", ""point_of_interest""]",
Av. Tibidabo,41.41053474585558,2.1370219362887046,ChIJRW1ypQ-YpBIR8-Rbosai4IE,"[""establishment"", ""point_of_interest"", ""train_station"", ""transit_station""]",
Centre Cívic Can Deu,41.38679400774152,2.1325216465394625,ChIJV_G9fmSYpBIRRLwPHMuwQuA,"[""bar"", ""establishment"", ""point_of_interest""]",
